OrderNumber,Sales Channel,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost,Customer_Names,City_Name,County,State,Type,Latitude,Longitude,AreaCode,Population,Household_Income,Median_Income,Land_Area,Water_Area,Time_Zone,Product_Name,Sales_Team,Region,Procured_Year,Order_Year,Order_Month,Month,Order_Month_Name,Supply Duration,Sales
SO - 0005304,In-Store,2019-12-01,2020-02-09,2020-03-03,2020-03-08,7,27,255,11,3,0.1,911.2,419.15200000000004,Wuxi Group,Reno,Washoe County,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles,Ornaments,Shawn Cook,Midwest,2019,2020,2,December,February,28,2733.6000000000004
SO - 0004456,In-Store,2019-08-23,2019-11-01,2019-11-26,2019-12-01,7,42,247,11,4,0.15,2572.8,1312.1280000000002,Llorens Ltd,Woodbridge (Township),Middlesex County,New Jersey,Township,40.56073,-74.2927,848,102105,33375,79720,60235960,3515266,America/New York,Ornaments,Shawn Cook,Midwest,2019,2019,11,August,November,30,10291.2
SO - 0005707,In-Store,2019-12-01,2020-03-27,2020-04-16,2020-04-23,7,41,106,11,4,0.15,5165.7,2737.821,Weimei Corp,Hartford (Town),Hartford County,Connecticut,Town,41.76593,-72.68158,959,124006,45239,30630,45016120,1748078,America/New York,Ornaments,Shawn Cook,Midwest,2019,2020,3,December,March,27,20662.8
SO - 0001393,In-Store,2018-07-19,2018-11-01,2018-11-29,2018-12-03,7,20,159,11,2,0.1,857.6,548.864,Pacific Ltd,Elgin (Township),Kane County,Illinois,Township,42.0261,-88.31822,847,104288,33089,63609,82722594,1676406,America/Chicago,Ornaments,Shawn Cook,Midwest,2018,2018,11,July,November,32,1715.2
SO - 0007967,In-Store,2020-06-18,2020-12-16,2020-12-28,2021-01-04,7,12,297,11,3,0.15,1882.7,997.8310000000001,Medline ,Charleston,Berkeley County/Charleston County,South Carolina,City,32.81793,-79.95896,843,132609,52450,55546,282372739,47927393,America/New York,Ornaments,Shawn Cook,Midwest,2020,2020,12,June,December,19,5648.1
SO - 000447,In-Store,2018-04-10,2018-07-11,2018-08-03,2018-08-06,7,25,96,11,7,0.2,3490.7000000000003,1780.257,Prasco Group,Fort Collins,Larimer County,Colorado,City,40.58526,-105.08442,970,161175,58918,55647,144576803,3196479,America/Denver,Ornaments,Shawn Cook,Midwest,2018,2018,7,April,July,26,24434.9
SO - 0006701,In-Store,2020-03-10,2020-07-20,2020-07-28,2020-08-04,7,45,198,11,6,0.05,1273.0,840.1800000000001,Nipro ,Wichita,Sedgwick County,Kansas,City,37.69224,-97.33754,316,389965,150683,45947,415365564,11294497,America/Chicago,Ornaments,Shawn Cook,Midwest,2020,2020,7,March,July,15,7638.0
SO - 000212,In-Store,2017-12-31,2018-06-13,2018-07-05,2018-07-13,7,15,144,8,3,0.1,2217.7000000000003,1707.6290000000004,Rochester Ltd,Sandy Springs,Fulton County,Georgia,City,33.92427,-84.37854,678,105330,43058,63917,97526360,2245984,America/New York,Cocktail Glasses,Shawn Cook,Midwest,2017,2018,6,December,June,30,6653.1
SO - 000483,In-Store,2018-04-10,2018-07-16,2018-07-27,2018-08-05,7,40,146,8,2,0.05,864.3000000000001,700.0830000000001,Select ,Honolulu,Honolulu County,Hawaii,CDP,21.32435,-157.84764,808,352769,127177,61442,156812572,20481895,Pacific/Honolulu,Cocktail Glasses,Shawn Cook,Midwest,2018,2018,7,April,July,20,1728.6000000000001
SO - 0007262,In-Store,2020-06-18,2020-09-24,2020-10-14,2020-10-20,7,37,80,8,2,0.1,3343.3,1604.784,AuroMedics Corp,Stockton,San Joaquin County,California,City,37.9577,-121.29078,209,305658,92440,44797,159717213,7984586,America/Los Angeles,Cocktail Glasses,Shawn Cook,Midwest,2020,2020,9,June,September,26,6686.6
SO - 0003940,In-Store,2019-05-15,2019-08-26,2019-09-14,2019-09-18,7,29,46,8,7,0.15,2010.0,1447.2,"Apotheca, Ltd",Lancaster,Los Angeles County,California,City,34.69804,-118.13674,661,161103,47427,47225,244230402,681671,America/Los Angeles,Cocktail Glasses,Shawn Cook,Midwest,2019,2019,8,May,August,23,14070.0
SO - 0005459,In-Store,2019-12-01,2020-02-24,2020-03-18,2020-03-21,7,36,218,8,3,0.4,3859.2000000000003,2585.664,O.E. Ltd,Warren,Macomb County,Michigan,City,42.49982,-83.00549,586,135358,53493,43523,89052398,191291,America/Detroit,Cocktail Glasses,Shawn Cook,Midwest,2019,2020,2,December,February,26,11577.6
SO - 0007652,In-Store,2020-09-26,2020-11-09,2020-11-14,2020-11-15,7,47,278,8,3,0.1,2673.3,1229.718,Niconovum Corp,Akron,Summit County,Ohio,City,41.08144,-81.51901,330,197542,83684,34512,160659689,880527,America/New York,Cocktail Glasses,Shawn Cook,Midwest,2020,2020,11,September,November,6,8019.900000000001
SO - 0005846,In-Store,2019-12-01,2020-04-11,2020-04-20,2020-04-23,7,31,358,8,1,0.075,1855.9,1280.571,Uriel Group,Everett,Snohomish County,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles,Cocktail Glasses,Shawn Cook,Midwest,2019,2020,4,December,April,12,1855.9
SO - 0006829,In-Store,2020-06-18,2020-08-04,2020-08-28,2020-09-04,7,29,188,8,7,0.1,1835.8,972.974,"Apotheca, Ltd",Perry,Marion County,Indiana,Township,39.67674,-86.15616,317,113236,44154,44302,118291390,259404,America/Indiana/Indianapolis,Cocktail Glasses,Shawn Cook,Midwest,2020,2020,8,June,August,31,12850.6
SO - 0004533,In-Store,2019-08-23,2019-11-11,2019-11-14,2019-11-16,7,31,193,31,6,0.15,1112.2,856.394,Uriel Group,Wayne,Marion County,Indiana,Township,39.77186,-86.26094,317,142010,52540,35884,126591941,1036389,America/Indiana/Indianapolis,Candleholders,Shawn Cook,Midwest,2019,2019,11,August,November,5,6673.200000000001
SO - 0007695,In-Store,2020-06-18,2020-11-14,2020-12-08,2020-12-12,7,6,359,36,6,0.075,3068.6,1442.242,"PEDIFIX, Corp",Kent,King County,Washington,City,47.38093,-122.23484,253,126952,42233,60191,87393046,1737187,America/Los Angeles,Clocks,Shawn Cook,Midwest,2020,2020,11,June,November,28,18411.6
SO - 0003651,In-Store,2019-02-04,2019-07-22,2019-08-12,2019-08-17,7,16,327,36,1,0.15,1762.1000000000001,722.461,"3LAB, Ltd",Lewisville,Denton County/Dallas County,Texas,City,33.04655,-96.98183,972,104039,38430,57267,94986734,15721445,America/Chicago,Clocks,Shawn Cook,Midwest,2019,2019,7,February,July,26,1762.1000000000001
SO - 0006883,In-Store,2020-03-10,2020-08-12,2020-09-04,2020-09-08,7,42,223,36,4,0.05,1246.2,834.9540000000001,Llorens Ltd,Independence,Jackson County/Clay County,Missouri,City,39.08547,-94.3521,816,117255,48313,43472,201595640,1162419,America/Chicago,Clocks,Shawn Cook,Midwest,2020,2020,8,March,August,27,4984.8
SO - 0003579,In-Store,2019-02-04,2019-07-15,2019-07-17,2019-07-26,7,32,114,36,4,0.15,1092.1000000000001,928.2850000000001,OHTA'S Corp,Brandon,Hillsborough County,Florida,CDP,27.9378,-82.28592,813,106604,40453,56464,85738633,4903052,America/New York,Clocks,Shawn Cook,Midwest,2019,2019,7,February,July,11,4368.400000000001
SO - 0007473,In-Store,2020-06-18,2020-10-20,2020-10-30,2020-11-03,7,25,354,17,2,0.05,2599.6,1819.7199999999998,Prasco Group,Norfolk,Norfolk city,Virginia,City,36.84681,-76.28522,757,246393,87045,44480,137985835,111697132,America/New York,Furniture Cushions,Shawn Cook,Midwest,2020,2020,10,June,October,14,5199.2
SO - 0006135,In-Store,2020-03-10,2020-05-17,2020-05-27,2020-05-31,7,25,132,17,7,0.05,5681.6,4829.360000000001,Prasco Group,Pompano Beach,Broward County,Florida,City,26.23786,-80.12477,954,107762,41422,41321,62261002,1737713,America/New York,Furniture Cushions,Shawn Cook,Midwest,2020,2020,5,March,May,14,39771.200000000004
SO - 0007961,In-Store,2020-09-26,2020-12-15,2021-01-03,2021-01-06,7,6,63,17,7,0.075,1976.5,948.7199999999999,"PEDIFIX, Corp",Richmond,Contra Costa County,California,City,37.93576,-122.34775,510,109708,36973,55102,77834895,58171749,America/Los Angeles,Furniture Cushions,Shawn Cook,Midwest,2020,2020,12,September,December,22,13835.5
SO - 0006682,In-Store,2020-03-10,2020-07-18,2020-07-30,2020-08-05,7,7,50,17,6,0.05,3664.9,2198.94,New Ltd,Moreno Valley,Riverside County,California,City,33.93752,-117.23059,951,204198,51693,54590,132800801,504194,America/Los Angeles,Furniture Cushions,Shawn Cook,Midwest,2020,2020,7,March,July,18,21989.4
SO - 0001518,In-Store,2018-07-19,2018-11-16,2018-11-29,2018-12-05,7,25,243,17,2,0.05,207.70000000000002,145.39000000000001,Prasco Group,Elizabeth,Union County,New Jersey,City,40.66399,-74.2107,908,129007,39433,43568,31905474,3459587,America/New York,Furniture Cushions,Shawn Cook,Midwest,2018,2018,11,July,November,19,415.40000000000003
SO - 0003681,In-Store,2019-05-15,2019-07-26,2019-08-19,2019-08-24,7,36,278,17,7,0.075,268.0,155.44,O.E. Ltd,Akron,Summit County,Ohio,City,41.08144,-81.51901,330,197542,83684,34512,160659689,880527,America/New York,Furniture Cushions,Shawn Cook,Midwest,2019,2019,7,May,July,29,1876.0
SO - 0001077,In-Store,2018-07-19,2018-09-22,2018-10-16,2018-10-21,7,11,100,17,6,0.075,3839.1,2034.723,Apollo Ltd,Pueblo,Pueblo County,Colorado,City,38.25445,-104.60914,719,109412,43249,34550,138802381,2033674,America/Denver,Furniture Cushions,Shawn Cook,Midwest,2018,2018,9,July,September,29,23034.6
SO - 0006076,In-Store,2020-03-10,2020-05-09,2020-06-05,2020-06-10,7,4,330,17,2,0.075,1829.1000000000001,1006.0050000000001,ETUDE Ltd,McKinney,Collin County,Texas,City,33.19762,-96.61527,972,162898,50455,81459,163107658,1741187,America/Chicago,Furniture Cushions,Shawn Cook,Midwest,2020,2020,5,March,May,32,3658.2000000000003
SO - 000971,In-Store,2018-07-19,2018-09-10,2018-09-12,2018-09-14,7,4,310,3,8,0.075,871.0,557.44,ETUDE Ltd,Austin,Hays County/Williamson County/Travis County,Texas,City,30.30394,-97.75436,512,931830,351195,57689,809976356,17536404,America/Chicago,Table Lamps,Shawn Cook,Midwest,2018,2018,9,July,September,4,6968.0
SO - 0001959,In-Store,2018-10-27,2019-01-02,2019-01-12,2019-01-13,7,23,305,3,4,0.05,2512.5,1306.5,E. Ltd,Murfreesboro,Rutherford County,Tennessee,City,35.84562,-86.39027,615,126118,44518,51094,144718226,387261,America/Chicago,Table Lamps,Shawn Cook,Midwest,2018,2019,1,October,January,11,10050.0
SO - 0006552,In-Store,2020-03-10,2020-07-04,2020-07-25,2020-07-27,7,7,138,3,4,0.2,6123.8,3306.8520000000003,New Ltd,West Palm Beach,Palm Beach County,Florida,City,26.71534,-80.05337,561,106779,41474,45800,142798170,6628847,America/New York,Table Lamps,Shawn Cook,Midwest,2020,2020,7,March,July,23,24495.2
SO - 0007965,In-Store,2020-09-26,2020-12-16,2021-01-13,2021-01-15,7,48,131,3,2,0.075,5849.1,4328.334,"Fenwal, Corp",Pembroke Pines,Broward County,Florida,City,26.00315,-80.22394,954,166611,56171,61279,85539498,5033092,America/New York,Table Lamps,Shawn Cook,Midwest,2020,2020,12,September,December,30,11698.2
SO - 0007767,In-Store,2020-06-18,2020-11-21,2020-11-25,2020-11-29,7,47,8,3,6,0.075,1842.5,1252.9,Niconovum Corp,Glendale,Maricopa County,Arizona,City,33.53865,-112.18599,623,240126,79152,46776,153029354,1003996,America/Phoenix,Table Lamps,Shawn Cook,Midwest,2020,2020,11,June,November,8,11055.0
SO - 0004396,In-Store,2019-05-15,2019-10-24,2019-11-02,2019-11-05,7,14,60,3,6,0.1,1112.2,656.198,Linde ,Pomona,Los Angeles County,California,City,34.05529,-117.75228,909,153266,39378,49186,59446734,26188,America/Los Angeles,Table Lamps,Shawn Cook,Midwest,2019,2019,10,May,October,12,6673.200000000001
SO - 0003431,In-Store,2019-02-04,2019-06-26,2019-06-28,2019-07-04,7,19,272,3,3,0.1,998.3000000000001,549.065,Qualitest ,Rochester,Monroe County,New York,City,43.15478,-77.61556,716,209802,85741,30960,92678538,3546651,America/New York,Table Lamps,Shawn Cook,Midwest,2019,2019,6,February,June,8,2994.9
SO - 0002161,In-Store,2018-10-27,2019-01-23,2019-02-03,2019-02-11,7,15,352,33,2,0.1,167.5,113.9,Rochester Ltd,Hampton,Hampton city,Virginia,City,37.02987,-76.34522,757,136454,52940,49190,133308913,219591352,America/New York,Outdoor Decor,Shawn Cook,Midwest,2018,2019,1,October,January,19,335.0
SO - 0006911,In-Store,2020-03-10,2020-08-15,2020-08-18,2020-08-28,7,48,150,33,1,0.2,3899.4,3119.5200000000004,"Fenwal, Corp",Boise City,Ada County,Idaho,City,43.6135,-116.20345,208,218281,86916,50323,212601021,1845301,America/Boise,Outdoor Decor,Shawn Cook,Midwest,2020,2020,8,March,August,13,3899.4
SO - 0004982,In-Store,2019-08-23,2020-01-03,2020-01-24,2020-02-01,7,18,90,33,3,0.05,6123.8,4041.708,Eminence Corp,Arvada,Jefferson County/Adams County,Colorado,City,39.83373,-105.15031,303,115368,44615,69938,100047257,1882996,America/Denver,Outdoor Decor,Shawn Cook,Midwest,2019,2020,1,August,January,29,18371.4
SO - 0003090,In-Store,2019-02-04,2019-05-16,2019-06-09,2019-06-15,7,25,348,33,3,0.15,1085.4,716.3640000000001,Prasco Group,West Valley City,Salt Lake County,Utah,City,40.69161,-112.00105,385,136208,36213,52534,91854060,136726,America/Denver,Outdoor Decor,Shawn Cook,Midwest,2019,2019,5,February,May,30,3256.2000000000003
SO - 000896,In-Store,2018-04-10,2018-08-31,2018-09-16,2018-09-23,7,48,196,33,8,0.075,2653.2000000000003,2069.496,"Fenwal, Corp",Overland Park,Johnson County,Kansas,City,38.98223,-94.67079,913,186515,74830,72463,194562941,1309517,America/Chicago,Outdoor Decor,Shawn Cook,Midwest,2018,2018,8,April,August,23,21225.600000000002
SO - 000929,In-Store,2018-04-10,2018-09-05,2018-09-26,2018-10-04,7,14,159,33,3,0.1,261.3,198.58800000000002,Linde ,Elgin (Township),Kane County,Illinois,Township,42.0261,-88.31822,847,104288,33089,63609,82722594,1676406,America/Chicago,Outdoor Decor,Shawn Cook,Midwest,2018,2018,9,April,September,29,783.9000000000001
SO - 000954,In-Store,2018-07-19,2018-09-08,2018-09-30,2018-10-02,7,27,25,33,7,0.05,1809.0,1465.2900000000002,Wuxi Group,Corona,Riverside County,California,City,33.87529,-117.56644,951,164226,48156,74149,102233537,211897,America/Los Angeles,Outdoor Decor,Shawn Cook,Midwest,2018,2018,9,July,September,24,12663.0
SO - 0004862,In-Store,2019-08-23,2019-12-19,2020-01-01,2020-01-02,7,34,42,38,4,0.05,1688.4,1063.692,OUR Ltd,Huntington Beach,Orange County,California,City,33.6603,-117.99923,657,201899,74460,83252,69762694,13438927,America/Los Angeles,Wardrobes,Shawn Cook,Midwest,2019,2019,12,August,December,14,6753.6
SO - 0002817,In-Store,2018-10-27,2019-04-17,2019-04-24,2019-04-28,7,47,160,38,3,0.075,1105.5,442.20000000000005,Niconovum Corp,Hanover,Cook County,Illinois,Township,42.02803,-88.20364,847,101296,32297,73620,86551770,624095,America/Chicago,Wardrobes,Shawn Cook,Midwest,2018,2019,4,October,April,11,3316.5
SO - 000662,In-Store,2018-04-10,2018-08-04,2018-08-31,2018-09-06,7,4,297,38,7,0.075,3999.9,3359.916,ETUDE Ltd,Charleston,Berkeley County/Charleston County,South Carolina,City,32.81793,-79.95896,843,132609,52450,55546,282372739,47927393,America/New York,Wardrobes,Shawn Cook,Midwest,2018,2018,8,April,August,33,27999.3
SO - 000735,In-Store,2018-04-10,2018-08-13,2018-09-07,2018-09-13,7,19,161,28,8,0.075,1809.0,1013.0400000000001,Qualitest ,Joliet,Kendall County/Will County,Illinois,City,41.5177,-88.14885,815,147861,46895,60976,166876584,1718805,America/Chicago,Phones,Shawn Cook,Midwest,2018,2018,8,April,August,31,14472.0
SO - 000646,In-Store,2018-04-10,2018-08-04,2018-08-16,2018-08-19,7,36,14,28,1,0.2,1902.8,1084.5959999999998,O.E. Ltd,Tempe,Maricopa County,Arizona,City,33.41477,-111.90931,480,175826,64810,49012,103510700,674096,America/Phoenix,Phones,Shawn Cook,Midwest,2018,2018,8,April,August,15,1902.8
SO - 0002606,In-Store,2019-02-04,2019-03-22,2019-04-08,2019-04-10,7,44,123,28,7,0.05,187.6,125.69200000000001,Winthrop ,Jacksonville,Duval County,Florida,City,30.33218,-81.65565,904,868031,318575,46764,1935873371,329424471,America/New York,Phones,Shawn Cook,Midwest,2019,2019,3,February,March,19,1313.2
SO - 0006315,In-Store,2020-03-10,2020-06-05,2020-06-30,2020-07-02,7,13,343,28,2,0.2,3973.1,2066.012,Ole Group,Waco,McLennan County,Texas,City,31.54933,-97.14667,254,132356,46719,33147,230561142,31850141,America/Chicago,Phones,Shawn Cook,Midwest,2020,2020,6,March,June,27,7946.2
SO - 0002417,In-Store,2018-10-27,2019-02-23,2019-03-08,2019-03-12,7,44,62,28,6,0.05,241.20000000000002,101.304,Winthrop ,Rialto,San Bernardino County,California,City,34.1064,-117.37032,909,103132,25199,50971,57824783,36883,America/Los Angeles,Phones,Shawn Cook,Midwest,2018,2019,2,October,February,17,1447.2
SO - 0003949,In-Store,2019-05-15,2019-08-28,2019-09-15,2019-09-18,7,10,2,28,6,0.075,3088.7000000000003,2069.429,21st Ltd,Huntsville,Limestone County/Madison County,Alabama,City,34.69901,-86.67298,256,190582,78554,48775,552604579,3452021,America/Chicago,Phones,Shawn Cook,Midwest,2019,2019,8,May,August,21,18532.2
SO - 0003695,In-Store,2019-05-15,2019-07-28,2019-08-12,2019-08-13,7,36,165,28,4,0.2,1916.2,1398.826,O.E. Ltd,Milton,DuPage County,Illinois,Township,41.85857,-88.08948,630,118844,43510,84039,88967140,2353781,America/Chicago,Phones,Shawn Cook,Midwest,2019,2019,7,May,July,16,7664.8
SO - 0002515,In-Store,2018-10-27,2019-03-09,2019-03-13,2019-03-19,7,14,228,28,2,0.1,3832.4,3027.596,Linde ,Billings,Yellowstone County,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver,Phones,Shawn Cook,Midwest,2018,2019,3,October,March,10,7664.8
SO - 0001945,In-Store,2018-10-27,2019-01-01,2019-01-20,2019-01-23,7,4,274,28,2,0.1,5480.6,3014.3300000000004,ETUDE Ltd,Staten Island,Richmond County,New York,Borough,40.57628,-74.14484,718,474558,156341,55039,152000000,110000000,America/New York,Phones,Shawn Cook,Midwest,2018,2019,1,October,January,22,10961.2
SO - 0004160,In-Store,2019-05-15,2019-09-23,2019-10-15,2019-10-21,7,24,66,28,8,0.075,2385.2000000000003,1073.3400000000001,Burt's Corp,Sacramento,Sacramento County,California,City,38.58157,-121.4944,530,490712,178185,50739,253621861,5651667,America/Los Angeles,Phones,Shawn Cook,Midwest,2019,2019,9,May,September,28,19081.600000000002
SO - 0002921,In-Store,2018-10-27,2019-04-27,2019-05-18,2019-05-22,7,4,66,28,6,0.075,5875.900000000001,4289.407,ETUDE Ltd,Sacramento,Sacramento County,California,City,38.58157,-121.4944,530,490712,178185,50739,253621861,5651667,America/Los Angeles,Phones,Shawn Cook,Midwest,2018,2019,4,October,April,25,35255.4
SO - 0003037,In-Store,2019-02-04,2019-05-10,2019-05-17,2019-05-22,7,25,306,28,1,0.3,1018.4,407.36,Prasco Group,Nashville,Davidson County,Tennessee,Metropolitan Government,36.16913,-86.78479,615,678889,248677,41759,1304953365,56649279,America/Chicago,Phones,Shawn Cook,Midwest,2019,2019,5,February,May,12,1018.4
SO - 0003624,In-Store,2019-05-15,2019-07-20,2019-07-24,2019-07-29,7,38,297,43,6,0.05,3088.7000000000003,1420.8020000000001,Ascend Ltd,Charleston,Berkeley County/Charleston County,South Carolina,City,32.81793,-79.95896,843,132609,52450,55546,282372739,47927393,America/New York,Festive,Shawn Cook,Midwest,2019,2019,7,May,July,9,18532.2
SO - 0002316,In-Store,2018-10-27,2019-02-11,2019-02-26,2019-03-01,7,43,116,43,2,0.15,3611.3,2780.701,"Exact-Rx, Corp",Clearwater,Pinellas County,Florida,City,27.97895,-82.76657,727,113003,46234,44198,67027321,36469162,America/New York,Festive,Shawn Cook,Midwest,2018,2019,2,October,February,18,7222.6
SO - 0005261,In-Store,2019-12-01,2020-02-03,2020-03-01,2020-03-07,7,33,143,41,5,0.075,6237.7,4803.0289999999995,Trigen ,Macon,Bibb County,Georgia,Other,32.808840000000004,-83.69419,478,153515,57025,36568,645603627,14488557,America/New York,Collectibles,Shawn Cook,Midwest,2019,2020,2,December,February,33,31188.5
SO - 0005789,In-Store,2019-12-01,2020-04-04,2020-04-28,2020-05-03,7,12,266,41,5,0.05,1902.8,1427.1,Medline ,Manhattan,New York County,New York,Borough,40.72833,-73.99417,212,1644518,738644,47030,59100000,28000000,America/New York,Collectibles,Shawn Cook,Midwest,2019,2020,4,December,April,29,9514.0
SO - 000653,In-Store,2018-04-10,2018-08-04,2018-08-11,2018-08-20,7,45,240,41,5,0.1,1159.1000000000001,533.186,Nipro ,Omaha,Douglas County,Nebraska,City,41.25861,-95.93779,402,443885,173764,49896,344973715,9140906,America/Chicago,Collectibles,Shawn Cook,Midwest,2018,2018,8,April,August,16,5795.500000000001
SO - 0002804,In-Store,2019-02-04,2019-04-15,2019-05-13,2019-05-14,7,28,357,41,7,0.05,1085.4,520.9920000000001,Dharma Ltd,Bellevue,King County,Washington,City,47.61038,-122.20068,425,139820,54216,94638,86712345,649599,America/Los Angeles,Collectibles,Shawn Cook,Midwest,2019,2019,4,February,April,29,7597.800000000001
SO - 0004915,In-Store,2019-08-23,2019-12-26,2020-01-03,2020-01-09,7,1,49,41,1,0.075,3932.9,3185.6490000000003,Avon Corp,Modesto,Stanislaus County,California,City,37.6391,-120.99688,209,211266,70481,48577,111285594,4760783,America/Los Angeles,Collectibles,Shawn Cook,Midwest,2019,2019,12,August,December,14,3932.9
SO - 0003397,In-Store,2019-02-04,2019-06-21,2019-07-09,2019-07-17,7,5,8,46,1,0.05,201.0,142.70999999999998,Procter Corp,Glendale,Maricopa County,Arizona,City,33.53865,-112.18599,623,240126,79152,46776,153029354,1003996,America/Phoenix,Sculptures,Shawn Cook,Midwest,2019,2019,6,February,June,26,201.0
SO - 0005929,In-Store,2019-12-01,2020-04-22,2020-05-17,2020-05-27,7,25,303,46,1,0.075,241.20000000000002,130.24800000000002,Prasco Group,Knoxville,Knox County,Tennessee,City,35.96064,-83.92074,865,185291,81073,34226,255161763,14631856,America/New York,Sculptures,Shawn Cook,Midwest,2019,2020,4,December,April,35,241.20000000000002
